url,title,description,timestamp,status_code,content_length,depth
https://marketplace.visualstudio.com/items?itemName=ms-vscode-remote.remote-containers,Dev Containers - Visual Studio Marketplace,Extension for Visual Studio Code - Open any folder or repository inside a Docker container and take advantage of Visual Studio Code's full feature set.,1774270767.5406172,200,85857,8
https://www.kitandace.com/,"Kit + Ace: Timeless Technical Clothing For Men and Women
– Kit and Ace","Our timeless, technical pieces are designed to look polished, feel incredible, and move with you—from work to weekend. Designed for comfort, versatility, and ease—our pieces do more so you can do it all.",1774270764.0605643,200,914131,6
http://www.filemaker.com/fr/company/legal/trademark_guidelines.html,Legal - Trademark guidelines — Claris,The unified tech-building platform taking everyday innovation to the next level.,1774270772.5005012,200,434420,8
https://www.tensorflow.org/?utm_source=about.google&utm_medium=referral&utm_campaign=productslist,TensorFlow,"An end-to-end open source machine learning platform for everyone. Discover TensorFlow's flexible ecosystem of tools, libraries and community resources.",1774270767.749643,200,415851,4
https://supersmalls.com/,Super Smalls,"Super Smalls is a feel good accessories brand that celebrates the sparkle in all of us. At Super Smalls, we prioritize play, we love to laugh and we add a little umph to the everyday!",1774270764.0715861,200,212906,6
https://getfirefox.com,Get Firefox for desktop and mobile — Firefox.com,"Firefox is a free web browser backed by Mozilla, a non-profit dedicated to internet health and privacy.",1774270775.5161815,200,45480,7
https://health.google/?utm_source=about_google&utm_medium=web&utm_content=footer,Google for Health - What Is Google for Health?,Google for Health wants to help billions of people be healthier. Learn more about what Google for Health is and how we're aiding in healthcare advancements.,1774270753.089719,200,295336,4
https://www.nuget.org/packages/Microsoft.DataFactory.MCP,"NuGet Gallery
        | Microsoft.DataFactory.MCP 0.19.0-beta",An MCP server using the MCP C# SDK for DataFactory operations (stdio transport).,1774270755.040204,200,73073,5
https://www.gmail.com/intl/en_us/mail/help/about.html?utm_source=about.google&utm_medium=referral&utm_campaign=productslist,"Gmail: Secure, AI-powered email for everyone | Google Workspace","Gmail, now powered by Gemini AI. Unlock new ways to write, reply and organise your emails. Experience a more intelligent and secure inbox.",1774270768.3209288,200,166679,4
https://lens.google/?utm_source=about.google&utm_medium=referral&utm_campaign=productslist,Google Lens - Search What You See,Discover how Lens in the Google app can help you explore the world around you. Use your phone's camera to search what you see in an entirely new way.,1774270767.9120088,200,58848,4
https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Functions/set,set - JavaScript | MDN,The set syntax binds an object property to a function to be called when there is an attempt to set that property. It can also be used in classes.,1774270763.8797584,200,196546,5
https://events.zoom.us/ev/AgfUrAC6vohP3YuT4uFqWevMPyWsfsFcMwvaQWsHgv7ElEFQZFAT~ArlG7tCkqpzvNIk0iXcGQRhxg_GHltU6s-L481-3oCYk8xY8tI9eZTj5vQ,Scams in the Age of AI,,1774270780.1176715,200,59228,4
https://www.pta.org/,National Parent Teacher Association | National PTA,"National PTA comprises millions of families, students, teachers, administrators, and business and community leaders devoted to the educational success of children and the promotion of family engagement in schools.",1774270760.4962475,200,142604,7
https://kirrinfinch.com/,Kirrin Finch | Non-Binary and Androgynous Clothing,"Kirrin Finch challenges fashion norms with menswear-inspired apparel for women, trans, and non-binary folks. From dress shirts to suits, express your true self and show up authentically in Kirrin Finch apparel.",1774270764.0587308,200,604499,6
https://home.nest.com/en/SG,Log into the Nest app,"Sign in to the Nest app in your web browser with your Google Account or non-migrated Nest Account. Connect your Nest Thermostats, Nest Cams, Nest Doorbell, or Nest devices and apply your subscription.",1774270758.1230085,200,21789,5
https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=22684337-6480-4c50-8a21-25043bb0038d&response_type=code&redirect_uri=https%3A%2F%2Fdevblogs.microsoft.com%2Ftypescript%2Fwp-login.php&response_mode=query&scope=openid+profile+User.Read&state=2964982bd8766001551fd4b0d5729bb2&nonce=2964982bd8766001551fd4b0d5729bb2,Sign in to your account,,1774270780.1481981,200,45500,6
https://jp.bonaventura.shop/,【公式】BONAVENTURA (ボナベンチュラ) – ミラノ発の高級本革製品を身近に,美しく上質な本革製品を取り揃えるBONAVENTURAの公式サイトです。150年以上の歴史をもつ名門老舗タンナーの上質なレザーを使用した、iPhoneケース、バッグや財布など、高級感あふれるミニマルでタイムレスなデザインの製品を展開しています。,1774270764.0792065,200,1752102,6
https://www.vacation.inc/,Vacation® The World's Best-Smelling Sunscreen,"Sunscreen that takes leisure as seriously as it takes protection. Hawaii reef friendly, dermatologist approved, “world’s best-smelling scents” and more.",1774270764.078486,200,499681,6
https://web.cvent.com/event/52cc7c8d-1e5d-4997-840b-3bb508f78cb2/register,Personal Information - Convene: Boston 2026. Online registration by Cvent,"Convene Cybersecurity Conference - Boston, MA",1774270780.1258907,200,651409,4
https://lnkd.in/e-9ywFtM?trk=organization_guest_main-feed-card-text,LinkedIn,This link will take you to a page that’s not on LinkedIn,1774270780.2376995,200,5393,3
https://search.google/ways-to-search/lens/?utm_source=about.google&utm_medium=referral&utm_campaign=productspage,Lens,"Explore new ways to search. Download the Google app to experience Lens, AR, Search Labs, voice search, and more.",1774270767.7691925,200,62702,4
https://www.glossier.com/,Glossier,Glossier,1774270764.0343983,200,536117,6
https://www.apple.com.cn/legal/internet-services/,法律信息 - 互联网服务 - Apple,了解适用于各种 Apple 在线功能和服务的条款和政策。,1774270763.907239,200,94205,7
https://aurabora.com/,Aura Bora,"Aura Bora is a sparkling water made from real herbs, fruits, and flowers for earthly tastes and heavenly feelings. 0 Calories, 0 Sugar, 0 Sodium. Order today :)",1774270764.0454195,200,804587,6
